0	0.692308	0.100000	22.500000	10
1	0.954545	0.100000	22.500000	10
2	0.954545	0.100000	22.500000	10
3	0.916084	0.100000	22.500000	10
4	0.923077	0.100000	22.500000	10
0	0.692308	0.250000	22.500000	10
1	0.954545	0.250000	22.500000	10
2	1.000000	0.250000	22.500000	10
3	0.769231	0.250000	22.500000	10
4	0.923077	0.250000	22.500000	10
0	0.692308	0.500000	22.500000	10
1	0.954545	0.500000	22.500000	10
2	0.954545	0.500000	22.500000	10
3	0.769231	0.500000	22.500000	10
4	0.923077	0.500000	22.500000	10
0	0.692308	0.750000	22.500000	10
1	0.954545	0.750000	22.500000	10
2	1.000000	0.750000	22.500000	10
3	0.769231	0.750000	22.500000	10
4	0.923077	0.750000	22.500000	10
0	0.692308	1.000000	22.500000	10
1	1.000000	1.000000	22.500000	10
2	0.954545	1.000000	22.500000	10
3	0.769231	1.000000	22.500000	10
4	0.923077	1.000000	22.500000	10
0	0.864802	1.500000	22.500000	10
1	1.000000	1.500000	22.500000	10
2	1.000000	1.500000	22.500000	10
3	0.799534	1.500000	22.500000	10
4	0.844988	1.500000	22.500000	10
0	0.864802	2.000000	22.500000	10
1	0.954545	2.000000	22.500000	10
2	0.954545	2.000000	22.500000	10
3	0.769231	2.000000	22.500000	10
4	0.923077	2.000000	22.500000	10
0	0.864802	2.500000	22.500000	10
1	0.931818	2.500000	22.500000	10
2	0.954545	2.500000	22.500000	10
3	0.769231	2.500000	22.500000	10
4	0.923077	2.500000	22.500000	10
0	0.864802	3.000000	22.500000	10
1	0.886364	3.000000	22.500000	10
2	0.931818	3.000000	22.500000	10
3	0.769231	3.000000	22.500000	10
4	0.923077	3.000000	22.500000	10
0	0.864802	3.500000	22.500000	10
1	0.886364	3.500000	22.500000	10
2	1.000000	3.500000	22.500000	10
3	0.769231	3.500000	22.500000	10
4	0.923077	3.500000	22.500000	10
0	0.864802	4.000000	22.500000	10
1	0.886364	4.000000	22.500000	10
2	1.000000	4.000000	22.500000	10
3	0.918998	4.000000	22.500000	10
4	0.923077	4.000000	22.500000	10
0	0.864802	6.000000	22.500000	10
1	0.886364	6.000000	22.500000	10
2	1.000000	6.000000	22.500000	10
3	0.900350	6.000000	22.500000	10
4	0.923077	6.000000	22.500000	10
0	0.692308	0.100000	7.500000	30
1	0.954545	0.100000	7.500000	30
2	1.000000	0.100000	7.500000	30
3	0.769231	0.100000	7.500000	30
4	0.867716	0.100000	7.500000	30
0	0.692308	0.250000	7.500000	30
1	1.000000	0.250000	7.500000	30
2	1.000000	0.250000	7.500000	30
3	0.769231	0.250000	7.500000	30
4	0.903263	0.250000	7.500000	30
0	0.692308	0.500000	7.500000	30
1	0.954545	0.500000	7.500000	30
2	0.954545	0.500000	7.500000	30
3	0.769231	0.500000	7.500000	30
4	0.928904	0.500000	7.500000	30
0	0.692308	0.750000	7.500000	30
1	1.000000	0.750000	7.500000	30
2	0.954545	0.750000	7.500000	30
3	0.867716	0.750000	7.500000	30
4	0.928904	0.750000	7.500000	30
0	0.692308	1.000000	7.500000	30
1	1.000000	1.000000	7.500000	30
2	0.954545	1.000000	7.500000	30
3	0.769231	1.000000	7.500000	30
4	0.923077	1.000000	7.500000	30
0	0.692308	1.500000	7.500000	30
1	1.000000	1.500000	7.500000	30
2	0.954545	1.500000	7.500000	30
3	0.890443	1.500000	7.500000	30
4	0.890443	1.500000	7.500000	30
0	0.692308	2.000000	7.500000	30
1	1.000000	2.000000	7.500000	30
2	0.954545	2.000000	7.500000	30
3	0.890443	2.000000	7.500000	30
4	0.906177	2.000000	7.500000	30
0	0.692308	2.500000	7.500000	30
1	1.000000	2.500000	7.500000	30
2	0.954545	2.500000	7.500000	30
3	0.890443	2.500000	7.500000	30
4	0.906177	2.500000	7.500000	30
0	0.692308	3.000000	7.500000	30
1	1.000000	3.000000	7.500000	30
2	0.954545	3.000000	7.500000	30
3	0.890443	3.000000	7.500000	30
4	0.906177	3.000000	7.500000	30
0	0.692308	3.500000	7.500000	30
1	1.000000	3.500000	7.500000	30
2	0.954545	3.500000	7.500000	30
3	0.890443	3.500000	7.500000	30
4	0.906177	3.500000	7.500000	30
0	0.692308	4.000000	7.500000	30
1	1.000000	4.000000	7.500000	30
2	0.954545	4.000000	7.500000	30
3	0.890443	4.000000	7.500000	30
4	0.906177	4.000000	7.500000	30
0	0.692308	6.000000	7.500000	30
1	1.000000	6.000000	7.500000	30
2	0.954545	6.000000	7.500000	30
3	0.890443	6.000000	7.500000	30
4	0.906177	6.000000	7.500000	30
0	0.692308	0.100000	4.500000	50
1	0.954545	0.100000	4.500000	50
2	0.954545	0.100000	4.500000	50
3	0.864802	0.100000	4.500000	50
4	0.923077	0.100000	4.500000	50
0	0.692308	0.250000	4.500000	50
1	0.954545	0.250000	4.500000	50
2	0.931818	0.250000	4.500000	50
3	0.877622	0.250000	4.500000	50
4	0.923077	0.250000	4.500000	50
0	0.692308	0.500000	4.500000	50
1	0.954545	0.500000	4.500000	50
2	0.931818	0.500000	4.500000	50
